,id,scaled_rp,key,scale,scaled_levenshtein,scaled_js,bpm,scaled_bh,scaled_rh,scaled_mfcc,scaled_corr,scaled_skl,aggregated
4298,music/Metal&Rock/AlternativeMetal/SystemOfADown-Hypnotize/11-LonelyDaymp3,0.20119106630853065, G#, minor,0.1568809468554189,0.06340273258842959, 76.1899719238,0.5890469394406622,0.29680792062371564,0.09103787736733546,0.8510376374593696,3.1972106474281923e-12,0.2811756400808324
4299,music/Blues/Katie_Webster-Im_Still_Leaving_Yoump3,0.2357462415097374, G#, major,0.15804130888837317,0.02807482235779809, 79.1618423462,0.6179184261397033,0.21726267629842946,0.015656414253983657,0.9767305721628806,8.981973331044921e-13,0.2811788077014755
4300,music/Country/Chesooks-Plain__Simple_Englishmp3,0.16334209373473008, C, major,0.1471339057786029,0.060874611763084854, 122.485099792,0.7406080391051432,0.1380341112545051,0.055716067627938085,0.9437354249885996,2.0372598349362697e-12,0.28118053178183017
4301,music/Songs/RockPop/RockPopIndie/ImagineDragons-Warriorsmp3,0.16393890686336704, E, minor,0.15757716407519146,0.04102260483678443, 77.8474655151,0.7474069130561999,0.15124061279240344,0.0331055492836859,0.9551613443835602,1.8039136624595623e-12,0.2811816369116245
4302,music/Metal&Rock/Oldschool&Others/Ghost/Ghost-Meliora(DeluxeEdition)/08-DevilChurchmp3,0.14716134185290694, G, minor,0.16825249477837084,0.08412862287677954, 154.616149902,0.6082732760441771,0.09499336319614311,0.18790839375914603,0.958756141930631,4.2366626823162475e-12,0.2811842043052989
4303,music/Classical/Volodja_Balzalorsky-Nicollo_Paganini-Cantabilemp3,0.21499875974897095, D, major,0.1499187746576932,0.12017101164019729, 90.8565979004,0.531883881869397,0.2397897693066704,0.04843163844647507,0.9442825221023452,9.751509417286347e-12,0.2811845447226876
4304,music/Metal&Rock/Metalcore/AugustBurnsRed/AugustBurnsRed-SleddinRide/AugustBurnsRed–CaroloftheBellsmp3,0.16257720873621428, C, minor,0.1450452541192852,0.05320927177051229, 120.067703247,0.5508777553376216,0.15591293005839676,0.20722065103295761,0.9746869980853248,1.9154119415475172e-12,0.2811912586427785
4305,music/Country/The_Morgantown_Rounders-Let_Me_Fallmp3,0.17042666160133862, A, major,0.14086795080064982,0.06009767485666879, 146.723693848,0.7127353365804342,0.14923578898853504,0.060227686588659214,0.9559726230211776,2.398532525070574e-12,0.28119546530498274
4306,music/Metal&Rock/TechnicalDeathMetal/Transience/Transience-Temple/Transience-Temple-07ThePineBluffVariantmp3,0.17034934151939138, C, minor,0.19470874912972846,0.03054275869378054, 139.979354858,0.7776941892599755,0.13156067770438196,0.014181077602788318,0.9305290805644405,1.284258129145843e-12,0.2811957343094714
4307,music/Metal&Rock/Metalcore/Annisokay-TheLucidDream(er)/12-DayToDayTragedymp3,0.20648626812196944, A#, minor,0.1350661406358784,0.03129859022763844, 161.595703125,0.703491200918426,0.19544519051783302,0.0110327824129472,0.9667704148349794,1.4591479102410676e-12,0.28119882345889136
4308,music/Metal&Rock/Oldschool&Others/Metallica/Metallica-Metallica/07-Metallica-ThroughTheNevermp3,0.26010788538844654, E, major,0.15293571594337432,0.03159596275427276, 95.5592727661,0.6134998670530288,0.1978562195510704,0.013441747406248972,0.9801947904830463,9.728970452641046e-13,0.28120402357255764
4309,music/Metal&Rock/Oldschool&Others/Metallica/Metallica-Metallica/11-Metallica-MyFriendOfMiserymp3,0.16429360822528383, A, minor,0.14550939893246692,0.03289192527124882, 119.638420105,0.7410430018504935,0.12124157175833986,0.10482760520470674,0.9400344693458382,1.2477594210790975e-12,0.2812301975737032
4310,music/Modern&Soundtrack/Soundtrack/HerrDerRinge-DieGefährten/16_Various_HowardShoreAmonHenmp3,0.24436359874865854, A, minor,0.1434207472731492,0.09701907072496808, 165.029403687,0.44261896942654366,0.2905978887680372,0.1573880487375822,0.8744371528287769,7.174091578130964e-12,0.28123068456436123
4311,music/Metal&Rock/MelodicDeathMetal/AmonAmarth/AmonAmarth-SurturRising/AmonAmarth-WrathOfTheNorsemenmp3,0.17501310268435905, F#, minor,0.1429566024599675,0.03153828526221931, 141.863723755,0.7259980519051058,0.15992015804591717,0.042376198770155096,0.9721294619800983,9.396435400575763e-13,0.2812414826385952
4312,music/Pop/DavidBowie-LifeOnMarsmp3,0.19840154473245605, A#, major,0.14759805059178463,0.04143879578124784, 125.222671509,0.6010624683093027,0.2403010595608812,0.06921668429019082,0.9519144762280656,1.7675732697966646e-12,0.2812416349369621
4313,music/Songs/RockPop/Oldschool/DavidBowie-LifeOnMarsmp3,0.19840154473245605, A#, major,0.14759805059178463,0.04143879578124784, 125.222671509,0.6010624683093027,0.2403010595608812,0.06921668429019082,0.9519144762280656,1.7675732697966646e-12,0.2812416349369621
4314,music/NewAge/Cynthia_Jordan-Shadow_Dancermp3,0.20401056095217895, A, minor,0.13993966117428638,0.12887468158048496, 136.375656128,0.6036767988232355,0.21128652064493475,0.05690660756503467,0.9052717953342225,2.305950215356061e-11,0.28124582826217964
4315,music/Metal&Rock/PowerMetal/BlindGuardian-MemoriesOfATimeToCome/03-BlindGuardian-RideIntoObessionmp3,0.15131963351484895, C, minor,0.1434207472731492,0.01706761530353507, 104.941390991,0.8152865108142451,0.1212465105401107,0.03634247517402828,0.965458689479387,2.244356687852544e-13,0.2812677727624411
